"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 04 10:34:10 UTC 2025","Mon Aug 04 10:34:17 UTC 2025","7383","","template spec","","","","passes",""
